City,state,zone,latitude,longitude,date,CPCB_PM25,CPCB_PM10,CPCB_NO2_surface,CPCB_SO2,CPCB_CO_surface,CPCB_O3,CPCB_AQI,insat_aod,qa_flag,solar_zenith_angle,satellite_zenith_angle
Patiala,Punjab,North,30.3398,76.3869,2024-08-18,73.89,130.73,49.97,20.17,1.992,43.07,147,0.4005419906712326,0,12.16,8.92
Patiala,Punjab,North,30.3398,76.3869,2024-08-19,27.2,57.43,66.07,23.93,2.399,32.77,45,0.160432719150625,0,9.48,15.73
Patiala,Punjab,North,30.3398,76.3869,2024-08-20,5.0,10.03,61.52,23.02,1.986,31.54,8,0.1619537759657494,2,9.83,15.265
Patiala,Punjab,North,30.3398,76.3869,2024-08-21,30.46,51.21,74.08,28.39,1.951,16.54,52,0.1634748327808738,0,10.18,14.8
Patiala,Punjab,North,30.3398,76.3869,2024-08-22,48.55,95.65,68.25,33.85,1.812,34.7,81,0.2484466898315954,0,9.87,12.79
Patiala,Punjab,North,30.3398,76.3869,2024-08-23,22.77,40.99,75.66,19.72,1.772,35.38,38,0.0915195316365152,0,9.77,13.09
Patiala,Punjab,North,30.3398,76.3869,2024-08-24,64.66,101.94,81.02,22.28,1.955,25.28,116,0.319033820401717,0,9.54,17.42
Patiala,Punjab,North,30.3398,76.3869,2024-08-25,49.45,101.21,65.96,20.82,1.722,56.13,83,0.23930168988979894,2,9.265,15.795000000000002
Patiala,Punjab,North,30.3398,76.3869,2024-08-26,34.4,64.47,45.16,24.46,2.41,35.42,58,0.1595695593778809,1,8.99,14.17
Patiala,Punjab,North,30.3398,76.3869,2024-08-27,24.74,44.27,57.57,20.76,2.134,41.15,41,0.17908565903040446,2,8.33,15.355
Patiala,Punjab,North,30.3398,76.3869,2024-08-28,48.61,85.86,58.38,21.4,2.15,43.14,81,0.198601758682928,0,7.67,16.54
Patiala,Punjab,North,30.3398,76.3869,2024-08-29,59.68,117.32,54.19,19.85,1.99,28.81,99,0.2757255637721733,2,6.925,16.59
Patiala,Punjab,North,30.3398,76.3869,2024-08-30,71.13,121.78,50.7,25.76,1.91,36.59,138,0.3528493688614186,0,6.18,16.64
Patiala,Punjab,North,30.3398,76.3869,2024-08-31,29.69,57.65,71.16,22.37,1.892,39.45,49,0.1122892505439095,0,8.05,15.84
Patiala,Punjab,North,30.3398,76.3869,2024-09-01,40.44,63.73,47.32,25.13,1.981,42.74,68,0.16459869571273328,2,7.595000000000001,17.1075
Patiala,Punjab,North,30.3398,76.3869,2024-09-02,64.69,103.55,53.94,21.62,2.426,39.46,116,0.21690814088155708,2,7.140000000000001,18.375
Patiala,Punjab,North,30.3398,76.3869,2024-09-03,58.72,129.1,55.1,21.22,1.797,56.78,98,0.2692175860503809,2,6.6850000000000005,19.6425
Patiala,Punjab,North,30.3398,76.3869,2024-09-04,63.66,131.97,57.8,29.72,1.513,35.8,113,0.3215270312192047,0,6.23,20.91
Patiala,Punjab,North,30.3398,76.3869,2024-09-05,48.4,93.21,62.52,25.0,2.175,33.59,81,0.2933083000445491,2,7.275,18.535
Patiala,Punjab,North,30.3398,76.3869,2024-09-06,50.1,88.49,59.38,12.7,1.914,37.78,84,0.2650895688698935,0,8.32,16.16
Patiala,Punjab,North,30.3398,76.3869,2024-09-07,45.3,72.12,49.54,23.34,2.667,48.71,76,0.2129705576338861,1,6.84,12.92
Patiala,Punjab,North,30.3398,76.3869,2024-09-08,70.51,114.39,75.21,25.4,1.802,38.0,136,0.4146133829892311,0,6.41,12.28
Patiala,Punjab,North,30.3398,76.3869,2024-09-09,76.99,150.06,71.35,9.87,2.719,35.4,157,0.4440148964968509,2,6.0649999999999995,13.655
Patiala,Punjab,North,30.3398,76.3869,2024-09-10,99.64,172.49,74.44,21.78,2.222,22.8,233,0.4734164100044707,0,5.72,15.03
Patiala,Punjab,North,30.3398,76.3869,2024-09-11,66.71,100.59,66.43,10.78,1.927,51.87,123,0.381321708751628,0,6.13,15.93
Patiala,Punjab,North,30.3398,76.3869,2024-09-12,77.79,137.44,41.82,24.79,1.969,22.33,160,0.3533272755779284,2,6.48,16.04
Patiala,Punjab,North,30.3398,76.3869,2024-09-13,70.92,139.68,63.31,27.19,2.164,61.22,137,0.3253328424042289,0,6.83,16.15
Patiala,Punjab,North,30.3398,76.3869,2024-09-14,80.57,153.09,66.8,18.54,2.16,26.22,169,0.3586576601062856,2,6.426666666666667,15.059999999999999
Patiala,Punjab,North,30.3398,76.3869,2024-09-15,65.42,114.49,48.15,29.72,2.203,47.05,119,0.3919824778083422,2,6.023333333333333,13.97
Patiala,Punjab,North,30.3398,76.3869,2024-09-16,81.75,173.76,59.01,19.03,2.208,47.54,173,0.4253072955103989,0,5.62,12.88
Patiala,Punjab,North,30.3398,76.3869,2024-09-17,67.24,110.69,50.64,34.21,2.149,37.64,125,0.37187871799075223,2,5.355,14.79
Patiala,Punjab,North,30.3398,76.3869,2024-09-18,65.99,101.63,66.28,23.97,2.151,40.76,121,0.3184501404711055,1,5.09,16.7
Patiala,Punjab,North,30.3398,76.3869,2024-09-19,59.79,91.46,61.98,17.83,1.516,27.12,100,0.2501890549793606,0,5.86,14.68
Patiala,Punjab,North,30.3398,76.3869,2024-09-20,90.99,179.7,60.85,33.88,1.875,46.66,204,0.4573453264067036,0,5.95,17.63
Patiala,Punjab,North,30.3398,76.3869,2024-09-21,90.05,154.44,60.53,19.95,1.986,26.06,201,0.4399647531367141,0,4.42,17.22
Patiala,Punjab,North,30.3398,76.3869,2024-09-22,69.81,127.71,45.68,25.1,2.22,21.95,133,0.4006357234239169,0,5.37,12.92
Patiala,Punjab,North,30.3398,76.3869,2024-09-23,81.9,153.1,52.15,17.77,2.186,47.28,173,0.3868989805112264,2,5.133333333333334,13.926666666666666
Patiala,Punjab,North,30.3398,76.3869,2024-09-24,60.06,101.95,55.87,23.53,2.742,38.97,101,0.3731622375985359,2,4.8966666666666665,14.933333333333334
Patiala,Punjab,North,30.3398,76.3869,2024-09-25,74.7,154.46,64.61,26.57,1.905,52.87,150,0.3594254946858454,0,4.66,15.94
Patiala,Punjab,North,30.3398,76.3869,2024-09-26,75.85,139.57,29.34,20.57,1.914,43.38,153,0.4055379516242968,0,5.46,13.39
Patiala,Punjab,North,30.3398,76.3869,2024-09-27,80.06,150.53,61.66,26.8,1.693,31.25,167,0.3903301878501891,1,4.79,16.04
Patiala,Punjab,North,30.3398,76.3869,2024-09-28,99.11,206.91,58.2,27.38,2.246,23.67,231,0.423786023340311,2,4.42,15.239999999999998
Patiala,Punjab,North,30.3398,76.3869,2024-09-29,91.56,155.64,39.47,27.3,1.846,49.1,206,0.4572418588304329,0,4.05,14.44
Patiala,Punjab,North,30.3398,76.3869,2024-09-30,95.01,188.94,53.73,31.89,1.749,40.11,218,0.4975047302338565,1,3.86,13.78
Patiala,Punjab,North,30.3398,76.3869,2024-10-01,102.85,166.34,65.32,25.36,2.207,43.7,243,0.5297978722995484,0,6.05,11.15
Patiala,Punjab,North,30.3398,76.3869,2024-10-02,88.01,165.75,52.78,26.73,2.051,17.53,193,0.3769241260020475,0,5.03,15.99
Patiala,Punjab,North,30.3398,76.3869,2024-10-03,90.77,148.28,44.65,24.99,2.106,47.28,204,0.4575513704901181,0,5.77,16.51
Patiala,Punjab,North,30.3398,76.3869,2024-10-04,93.41,179.07,67.79,25.16,2.022,40.65,212,0.5030516789388232,0,4.01,15.84
Patiala,Punjab,North,30.3398,76.3869,2024-10-05,117.53,226.2,65.48,19.09,2.105,58.92,292,0.582956109709842,0,3.23,12.58
Patiala,Punjab,North,30.3398,76.3869,2024-10-06,106.81,170.66,48.9,28.34,2.112,32.17,256,0.5204652610871564,0,3.13,12.25
Patiala,Punjab,North,30.3398,76.3869,2024-10-07,88.6,193.98,64.52,19.57,1.849,22.18,195,0.5062034368559369,2,3.94,11.14
Patiala,Punjab,North,30.3398,76.3869,2024-10-08,99.86,193.52,37.66,23.19,1.898,35.27,234,0.4919416126247175,0,4.75,10.03
Patiala,Punjab,North,30.3398,76.3869,2024-10-09,102.51,179.26,55.62,25.0,1.515,43.53,242,0.4921820836599735,0,5.21,15.56
Patiala,Punjab,North,30.3398,76.3869,2024-10-10,99.59,182.2,51.16,28.03,1.576,30.12,233,0.5165457575558293,0,5.36,17.06
Patiala,Punjab,North,30.3398,76.3869,2024-10-11,105.22,211.01,57.07,21.1,1.68,43.99,251,0.46373089742822327,2,5.405,14.0
Patiala,Punjab,North,30.3398,76.3869,2024-10-12,83.27,137.39,62.36,20.89,2.322,30.95,178,0.4109160373006172,0,5.45,10.94
Patiala,Punjab,North,30.3398,76.3869,2024-10-13,117.28,205.14,57.04,18.77,1.779,35.79,291,0.6563614881279234,0,5.1,12.81
Patiala,Punjab,North,30.3398,76.3869,2024-10-14,109.04,216.24,69.68,9.95,1.651,36.01,264,0.5497310719291053,0,5.81,18.69
Patiala,Punjab,North,30.3398,76.3869,2024-10-15,109.44,182.89,66.67,16.66,1.705,49.17,265,0.4942041322974012,0,5.2,14.89
Patiala,Punjab,North,30.3398,76.3869,2024-10-16,105.97,197.72,70.88,21.48,1.852,33.93,254,0.5381434113940503,2,5.359999999999999,13.8
Patiala,Punjab,North,30.3398,76.3869,2024-10-17,114.8,183.69,73.86,21.61,2.17,29.66,283,0.5820826904906995,0,5.52,12.71
Patiala,Punjab,North,30.3398,76.3869,2024-10-18,136.65,258.32,60.15,16.32,2.194,44.02,314,0.6701595673015165,0,3.83,13.89
Patiala,Punjab,North,30.3398,76.3869,2024-10-19,122.74,258.97,57.96,21.98,2.025,37.92,303,0.6167996429058265,0,6.06,13.04
Patiala,Punjab,North,30.3398,76.3869,2024-10-20,103.14,163.03,55.55,34.97,1.794,39.23,244,0.5580388636768898,2,6.3133333333333335,14.996666666666666
Patiala,Punjab,North,30.3398,76.3869,2024-10-21,126.1,263.53,39.98,19.39,2.513,44.29,306,0.4992780844479531,2,6.566666666666666,16.953333333333333
Patiala,Punjab,North,30.3398,76.3869,2024-10-22,94.66,166.48,61.82,22.05,2.007,36.75,216,0.4405173052190164,0,6.82,18.91
Patiala,Punjab,North,30.3398,76.3869,2024-10-23,135.83,275.16,59.29,17.28,1.671,20.52,313,0.6968859546990896,0,6.57,12.43
Patiala,Punjab,North,30.3398,76.3869,2024-10-24,142.51,253.05,40.69,22.65,2.63,40.12,318,0.734768662386932,0,6.22,18.32
Patiala,Punjab,North,30.3398,76.3869,2024-10-25,99.33,153.22,48.35,21.99,1.789,45.05,232,0.5188108583753395,0,6.25,12.8
Patiala,Punjab,North,30.3398,76.3869,2024-10-26,131.18,250.96,59.6,21.68,2.165,35.14,310,0.6292974598664962,0,8.26,18.15
Patiala,Punjab,North,30.3398,76.3869,2024-10-27,127.52,211.43,58.59,28.65,2.188,42.09,307,0.6491867913483618,0,5.31,14.5
Patiala,Punjab,North,30.3398,76.3869,2024-10-28,109.07,216.44,62.35,27.16,2.093,29.41,264,0.5476524351668967,0,7.3,12.07
Patiala,Punjab,North,30.3398,76.3869,2024-10-29,143.83,298.68,56.51,24.41,1.862,31.09,319,0.7224114956500238,0,6.88,15.33
Patiala,Punjab,North,30.3398,76.3869,2024-10-30,119.17,219.45,55.84,24.69,2.535,36.05,297,0.6038624988685287,0,6.41,16.67
Patiala,Punjab,North,30.3398,76.3869,2024-10-31,136.04,205.33,64.81,23.29,1.969,34.09,313,0.6298959676804448,2,7.073333333333333,16.270000000000003
Patiala,Punjab,North,30.3398,76.3869,2024-11-01,114.93,233.96,67.52,30.3,1.907,28.19,283,0.6559294364923608,2,7.736666666666667,15.870000000000001
Patiala,Punjab,North,30.3398,76.3869,2024-11-02,132.37,234.33,67.55,20.75,2.403,42.23,310,0.6819629053042768,1,8.4,15.47
Patiala,Punjab,North,30.3398,76.3869,2024-11-03,153.8,237.72,47.36,24.51,2.476,45.28,327,0.691804893953125,0,6.69,15.67
Patiala,Punjab,North,30.3398,76.3869,2024-11-04,129.75,239.8,58.04,23.67,2.466,37.62,308,0.6683138154283104,1,8.87,18.83
Patiala,Punjab,North,30.3398,76.3869,2024-11-05,126.63,263.9,56.24,23.08,2.211,10.0,306,0.6454760848540133,0,8.54,18.87
Patiala,Punjab,North,30.3398,76.3869,2024-11-06,136.67,300.38,62.03,30.35,2.002,32.23,314,0.6505046095253127,0,7.32,14.38
Patiala,Punjab,North,30.3398,76.3869,2024-11-07,141.44,306.64,74.56,26.74,2.31,47.01,317,0.6616947781238696,2,7.905,14.525
Patiala,Punjab,North,30.3398,76.3869,2024-11-08,130.8,205.49,57.35,23.77,1.437,29.17,309,0.6728849467224263,0,8.49,14.67
Patiala,Punjab,North,30.3398,76.3869,2024-11-09,154.8,289.83,54.54,14.0,1.862,37.63,328,0.7773109389407932,0,11.34,14.09
Patiala,Punjab,North,30.3398,76.3869,2024-11-10,161.76,278.17,65.09,21.21,1.98,24.64,333,0.7885906002266807,0,7.78,17.75
Patiala,Punjab,North,30.3398,76.3869,2024-11-11,124.21,235.6,53.9,24.37,2.147,20.3,304,0.6208034329706233,0,10.67,19.03
Patiala,Punjab,North,30.3398,76.3869,2024-11-12,152.94,294.32,54.28,27.94,1.981,20.25,326,0.8112816781697225,1,10.58,15.93
Patiala,Punjab,North,30.3398,76.3869,2024-11-13,132.51,207.64,34.4,28.57,1.866,40.55,311,0.6575421961903765,0,9.89,18.72
Patiala,Punjab,North,30.3398,76.3869,2024-11-14,140.27,280.01,43.81,19.97,1.674,47.15,316,0.6930867157975658,0,9.65,13.56
Patiala,Punjab,North,30.3398,76.3869,2024-11-15,159.33,257.97,60.72,18.12,2.095,33.09,331,0.7188680185979864,2,10.19,13.5
Patiala,Punjab,North,30.3398,76.3869,2024-11-16,143.78,271.81,51.18,23.7,2.22,54.19,319,0.7446493213984072,2,10.73,13.440000000000001
Patiala,Punjab,North,30.3398,76.3869,2024-11-17,152.13,305.08,79.9,27.64,2.031,37.0,325,0.7704306241988279,1,11.27,13.38
Patiala,Punjab,North,30.3398,76.3869,2024-11-18,146.24,312.7,55.44,25.06,2.146,22.27,321,0.7036540104207826,1,11.72,18.18
Patiala,Punjab,North,30.3398,76.3869,2024-11-19,155.78,316.83,42.28,24.57,2.065,32.19,328,0.6631095377011154,2,11.645,15.555
Patiala,Punjab,North,30.3398,76.3869,2024-11-20,129.69,259.38,47.25,29.1,1.695,24.71,308,0.6225650649814483,0,11.57,12.93
Patiala,Punjab,North,30.3398,76.3869,2024-11-21,149.75,323.6,56.65,21.25,2.056,33.61,324,0.7221884910742803,0,11.25,14.71
Patiala,Punjab,North,30.3398,76.3869,2024-11-22,127.36,276.55,57.6,23.22,2.028,22.57,307,0.7235467606301236,2,11.496666666666666,14.5
Patiala,Punjab,North,30.3398,76.3869,2024-11-23,159.22,325.3,67.61,20.66,2.298,47.68,331,0.7249050301859667,2,11.743333333333334,14.290000000000001
Patiala,Punjab,North,30.3398,76.3869,2024-11-24,141.21,215.64,65.43,23.7,2.068,38.59,317,0.72626329974181,0,11.99,14.08
Patiala,Punjab,North,30.3398,76.3869,2024-11-25,152.91,261.36,63.59,31.57,1.999,31.1,326,0.7891890219993543,2,12.86,16.115
Patiala,Punjab,North,30.3398,76.3869,2024-11-26,165.63,286.24,65.95,29.16,1.218,40.85,336,0.8521147442568984,0,13.73,18.15
Patiala,Punjab,North,30.3398,76.3869,2024-11-27,146.83,228.03,57.86,16.6,2.122,43.57,321,0.6777188885639756,0,14.2,10.97
Patiala,Punjab,North,30.3398,76.3869,2024-11-28,161.44,322.4,48.4,19.32,2.051,51.48,333,0.7766926279496459,0,14.07,17.79
Patiala,Punjab,North,30.3398,76.3869,2024-11-29,142.25,302.3,53.09,24.99,2.594,36.78,318,0.76870793487153,0,13.87,21.54
Patiala,Punjab,North,30.3398,76.3869,2024-11-30,131.72,242.39,55.26,24.47,2.647,29.03,310,0.6918082189990356,0,15.51,13.02
Patiala,Punjab,North,30.3398,76.3869,2024-12-01,187.04,392.16,64.52,26.25,2.121,53.16,352,0.9932290649901312,0,14.25,14.94
Patiala,Punjab,North,30.3398,76.3869,2024-12-02,138.88,238.16,47.76,15.29,1.993,42.19,315,0.695510213960143,0,13.1,15.71
Patiala,Punjab,North,30.3398,76.3869,2024-12-03,153.47,299.63,63.18,30.93,1.626,39.36,326,0.7586438986875844,0,14.98,13.0
Patiala,Punjab,North,30.3398,76.3869,2024-12-04,160.96,280.88,59.74,26.82,1.899,47.75,332,0.8435138817481802,1,14.62,17.05
Patiala,Punjab,North,30.3398,76.3869,2024-12-05,129.84,233.81,73.87,20.19,1.971,29.68,308,0.7975856981687859,2,16.099999999999998,16.185000000000002
Patiala,Punjab,North,30.3398,76.3869,2024-12-06,159.13,267.81,49.29,25.14,2.002,45.29,331,0.7516575145893916,0,17.58,15.32
Patiala,Punjab,North,30.3398,76.3869,2024-12-07,155.47,268.99,52.95,18.88,2.788,48.12,328,0.744578727827261,2,17.545,16.345
Patiala,Punjab,North,30.3398,76.3869,2024-12-08,152.42,249.1,30.41,23.5,1.911,37.81,326,0.7374999410651304,0,17.51,17.37
Patiala,Punjab,North,30.3398,76.3869,2024-12-09,126.21,275.34,83.27,20.43,2.156,51.48,306,0.5813337618428618,0,17.14,16.58
Patiala,Punjab,North,30.3398,76.3869,2024-12-10,155.8,290.92,44.25,16.09,1.982,36.11,328,0.7743389907993349,0,16.41,17.49
Patiala,Punjab,North,30.3398,76.3869,2024-12-11,165.93,280.11,71.87,16.3,2.313,44.55,336,0.803668697570333,0,19.01,14.31
Patiala,Punjab,North,30.3398,76.3869,2024-12-12,142.55,294.55,69.74,26.35,1.829,34.47,318,0.6794699100333649,0,18.57,18.3
Patiala,Punjab,North,30.3398,76.3869,2024-12-13,133.74,273.4,63.4,30.49,1.671,49.53,311,0.6708042784943224,0,16.73,11.93
Patiala,Punjab,North,30.3398,76.3869,2024-12-14,159.09,331.31,55.29,21.64,1.939,46.43,331,0.878176043772483,0,18.92,12.49
Patiala,Punjab,North,30.3398,76.3869,2024-12-15,135.71,256.08,57.75,27.3,1.857,31.0,313,0.664111533328546,0,19.69,13.85
Patiala,Punjab,North,30.3398,76.3869,2024-12-16,138.59,217.1,63.44,24.19,2.48,31.62,315,0.686336173622776,2,19.695,17.68
Patiala,Punjab,North,30.3398,76.3869,2024-12-17,147.61,237.3,69.49,20.61,2.308,47.81,322,0.708560813917006,0,19.7,21.51
Patiala,Punjab,North,30.3398,76.3869,2024-12-18,136.4,300.02,70.74,22.81,1.848,33.47,313,0.7054986651315599,0,19.2,19.03
Patiala,Punjab,North,30.3398,76.3869,2024-12-19,161.55,253.13,71.73,25.91,1.218,46.49,333,0.7708412743712392,2,20.32,15.915000000000001
Patiala,Punjab,North,30.3398,76.3869,2024-12-20,166.9,260.61,44.67,23.33,2.245,48.64,337,0.8361838836109183,0,21.44,12.8
Patiala,Punjab,North,30.3398,76.3869,2024-12-21,150.85,280.16,59.0,26.04,2.255,33.1,324,0.7987969049123118,0,21.12,12.82
Patiala,Punjab,North,30.3398,76.3869,2024-12-22,162.36,276.15,67.71,10.19,1.816,22.49,333,0.8220715469961389,0,21.63,15.62
Patiala,Punjab,North,30.3398,76.3869,2024-12-23,172.04,271.37,70.77,23.74,2.103,41.62,341,0.8670060495853399,1,22.15,16.2
Patiala,Punjab,North,30.3398,76.3869,2024-12-24,155.78,248.96,70.89,24.55,2.467,30.02,328,0.785308081145709,0,23.15,16.38
Patiala,Punjab,North,30.3398,76.3869,2024-12-25,151.79,253.35,61.75,18.19,1.466,33.75,325,0.7963002714643509,0,24.8,13.7
Patiala,Punjab,North,30.3398,76.3869,2024-12-26,149.97,316.63,40.72,25.91,2.399,29.84,324,0.7880884321535206,2,24.7975,14.649999999999999
Patiala,Punjab,North,30.3398,76.3869,2024-12-27,180.61,311.55,65.81,20.19,1.778,35.85,347,0.7798765928426903,2,24.795,15.6
Patiala,Punjab,North,30.3398,76.3869,2024-12-28,142.76,254.74,51.58,33.01,2.085,28.46,318,0.77166475353186,2,24.7925,16.55
Patiala,Punjab,North,30.3398,76.3869,2024-12-29,148.71,236.39,61.37,19.14,1.728,31.89,323,0.7634529142210298,0,24.79,17.5
Patiala,Punjab,North,30.3398,76.3869,2024-12-30,139.28,239.97,47.84,18.04,1.77,45.41,316,0.7634529142210298,2,24.79,17.5
Jalandhar,Punjab,North,31.326,75.5762,2024-01-01,178.83,278.18,61.15,25.2,2.75,28.8,346,0.7797597996683346,2,24.67,16.39
Jalandhar,Punjab,North,31.326,75.5762,2024-01-02,158.6,313.0,47.67,17.85,2.117,36.6,330,0.7797597996683346,0,24.67,16.39
Jalandhar,Punjab,North,31.326,75.5762,2024-01-03,180.61,391.85,50.38,24.55,1.789,26.12,347,0.8704076765477032,0,24.16,10.65
Jalandhar,Punjab,North,31.326,75.5762,2024-01-04,143.88,285.03,53.85,30.84,2.163,36.95,319,0.7535342739382952,0,27.14,13.17
Jalandhar,Punjab,North,31.326,75.5762,2024-01-05,167.11,360.98,64.99,26.07,2.249,67.75,337,0.8799887664536001,1,26.38,16.72
Jalandhar,Punjab,North,31.326,75.5762,2024-01-06,208.98,314.75,73.95,25.85,2.046,42.09,369,1.0471806390379808,0,26.7,12.26
Jalandhar,Punjab,North,31.326,75.5762,2024-01-07,164.6,258.4,51.04,26.85,2.756,26.47,335,0.8670643742071608,0,26.75,10.1
Jalandhar,Punjab,North,31.326,75.5762,2024-01-08,180.65,289.17,66.03,18.76,2.882,21.23,347,0.8799025403320861,0,27.4,13.56
Jalandhar,Punjab,North,31.326,75.5762,2024-01-09,174.19,383.14,53.57,29.85,1.776,41.11,342,0.8668078746302949,0,28.86,12.79
Jalandhar,Punjab,North,31.326,75.5762,2024-01-10,148.97,268.38,44.42,27.03,1.984,38.75,323,0.8597116247663852,2,29.134999999999998,14.725
Jalandhar,Punjab,North,31.326,75.5762,2024-01-11,167.02,350.91,41.12,17.19,2.181,38.6,337,0.8526153749024756,0,29.41,16.66
Jalandhar,Punjab,North,31.326,75.5762,2024-01-12,174.56,290.24,77.2,27.53,2.414,45.11,343,0.7924262617574513,2,29.345,16.455
Jalandhar,Punjab,North,31.326,75.5762,2024-01-13,152.33,308.43,59.34,31.09,2.23,42.28,326,0.7322371486124272,0,29.28,16.25
Jalandhar,Punjab,North,31.326,75.5762,2024-01-14,160.86,294.59,52.89,24.41,1.984,40.38,332,0.754466570125265,2,29.846666666666668,14.756666666666666
Jalandhar,Punjab,North,31.326,75.5762,2024-01-15,155.49,305.12,41.67,14.3,1.828,41.53,328,0.7766959916381027,2,30.413333333333334,13.263333333333334
Jalandhar,Punjab,North,31.326,75.5762,2024-01-16,157.19,341.62,70.51,18.45,2.334,48.71,329,0.7989254131509405,1,30.98,11.77
Jalandhar,Punjab,North,31.326,75.5762,2024-01-17,157.31,320.02,48.47,21.36,1.728,38.33,329,0.799995961841321,0,29.98,7.54
Jalandhar,Punjab,North,31.326,75.5762,2024-01-18,152.19,319.75,63.56,20.96,2.493,25.4,326,0.742328582708031,1,28.48,11.92
Jalandhar,Punjab,North,31.326,75.5762,2024-01-19,105.11,222.5,50.65,17.82,2.265,40.51,251,0.5112918416046626,0,31.96,16.4
Jalandhar,Punjab,North,31.326,75.5762,2024-01-20,143.21,264.53,62.22,21.75,2.682,35.89,319,0.5571960178395834,2,32.557500000000005,16.807499999999997
Jalandhar,Punjab,North,31.326,75.5762,2024-01-21,121.85,208.34,44.57,18.25,2.133,39.77,302,0.6031001940745043,2,33.155,17.215
Jalandhar,Punjab,North,31.326,75.5762,2024-01-22,178.53,373.71,42.06,28.79,2.475,23.01,346,0.6490043703094253,2,33.7525,17.622500000000002
Jalandhar,Punjab,North,31.326,75.5762,2024-01-23,139.41,306.5,63.46,25.41,1.803,60.09,316,0.6949085465443461,0,34.35,18.03
Jalandhar,Punjab,North,31.326,75.5762,2024-01-24,163.09,305.56,58.63,26.14,1.896,30.56,334,0.7726641193467466,0,31.69,16.3
Jalandhar,Punjab,North,31.326,75.5762,2024-01-25,152.04,278.96,52.61,28.03,1.308,54.19,325,0.7655422513185769,2,32.385,16.372500000000002
Jalandhar,Punjab,North,31.326,75.5762,2024-01-26,155.05,337.93,61.76,32.51,2.487,39.44,328,0.7584203832904073,2,33.08,16.445
Jalandhar,Punjab,North,31.326,75.5762,2024-01-27,135.33,233.54,76.11,18.06,2.602,46.99,313,0.7512985152622376,2,33.775,16.5175
Jalandhar,Punjab,North,31.326,75.5762,2024-01-28,141.86,244.14,67.21,25.92,2.024,59.5,318,0.7441766472340678,0,34.47,16.59
Jalandhar,Punjab,North,31.326,75.5762,2024-01-29,146.86,322.84,57.56,26.73,2.412,20.53,321,0.7786934589885922,0,34.97,19.12
Jalandhar,Punjab,North,31.326,75.5762,2024-01-30,142.87,283.52,46.91,15.82,2.037,20.8,318,0.7152054260060013,0,34.81,12.74
Jalandhar,Punjab,North,31.326,75.5762,2024-01-31,126.98,252.85,69.12,16.78,2.488,43.84,306,0.6135290607231659,0,34.45,16.84
Jalandhar,Punjab,North,31.326,75.5762,2024-02-01,137.27,207.05,52.15,32.42,2.085,54.0,314,0.7101708512789685,0,35.1,17.63
Jalandhar,Punjab,North,31.326,75.5762,2024-02-02,151.97,259.13,57.31,28.37,2.864,48.03,325,0.6338523032788272,2,35.335,16.979999999999997
Jalandhar,Punjab,North,31.326,75.5762,2024-02-03,125.67,232.61,44.65,26.08,2.275,39.21,305,0.557533755278686,0,35.57,16.33
Jalandhar,Punjab,North,31.326,75.5762,2024-02-04,157.03,314.39,52.11,22.32,2.424,30.33,329,0.8244064915453754,0,35.26,11.88
Jalandhar,Punjab,North,31.326,75.5762,2024-02-05,156.26,258.28,47.8,21.39,1.966,26.67,329,0.7920832973075118,0,34.72,13.85
Jalandhar,Punjab,North,31.326,75.5762,2024-02-06,138.58,211.3,46.64,26.95,2.042,26.44,315,0.7473497108602187,2,36.56,16.445
Jalandhar,Punjab,North,31.326,75.5762,2024-02-07,131.93,226.08,51.89,29.33,2.449,30.63,310,0.7026161244129258,0,38.4,19.04
Jalandhar,Punjab,North,31.326,75.5762,2024-02-08,133.99,206.91,41.39,21.77,1.901,48.92,312,0.6787381741115054,0,36.24,15.3
Jalandhar,Punjab,North,31.326,75.5762,2024-02-09,132.97,232.45,43.42,19.71,1.797,19.09,311,0.6010930401117629,0,37.83,13.89
Jalandhar,Punjab,North,31.326,75.5762,2024-02-10,147.03,263.45,61.21,29.3,2.603,27.0,322,0.6093668820096488,2,37.873333333333335,13.573333333333334
Jalandhar,Punjab,North,31.326,75.5762,2024-02-11,127.09,210.17,73.21,25.07,2.338,29.56,306,0.6176407239075347,2,37.916666666666664,13.256666666666666
Jalandhar,Punjab,North,31.326,75.5762,2024-02-12,120.92,226.57,54.78,23.63,2.25,10.0,302,0.6259145658054206,1,37.96,12.94
Jalandhar,Punjab,North,31.326,75.5762,2024-02-13,144.28,262.63,54.64,17.23,2.573,35.57,319,0.6777835403719678,2,38.416666666666664,12.65
Jalandhar,Punjab,North,31.326,75.5762,2024-02-14,132.7,260.57,47.54,28.74,1.419,32.77,311,0.7296525149385148,2,38.873333333333335,12.36
Jalandhar,Punjab,North,31.326,75.5762,2024-02-15,155.55,269.63,61.57,23.08,1.43,54.28,328,0.781521489505062,0,39.33,12.07
Jalandhar,Punjab,North,31.326,75.5762,2024-02-16,114.52,240.07,45.02,14.97,2.042,23.15,282,0.557677883309609,0,41.65,17.37
Jalandhar,Punjab,North,31.326,75.5762,2024-02-17,154.83,281.15,55.52,21.85,2.22,28.93,328,0.7672169554195606,0,40.69,18.09
Jalandhar,Punjab,North,31.326,75.5762,2024-02-18,139.19,276.92,64.98,21.59,1.737,28.29,316,0.6948050711761214,0,39.3,20.0
