city,state,zone,latitude,longitude,date,CPCB_PM25,CPCB_PM10,CPCB_NO2_surface,CPCB_SO2,CPCB_CO_surface,CPCB_O3,CPCB_AQI
Ajmer,Rajasthan,North,26.4499,74.6399,2024-08-27,40.23,86.66,52.22,11.5,1.746,52.22,68
Ajmer,Rajasthan,North,26.4499,74.6399,2024-08-28,47.93,75.6,38.01,15.55,1.959,44.6,80
Ajmer,Rajasthan,North,26.4499,74.6399,2024-08-29,72.87,129.42,41.79,21.81,1.83,41.89,143
Ajmer,Rajasthan,North,26.4499,74.6399,2024-08-30,49.03,99.19,54.35,19.42,1.858,26.68,82
Ajmer,Rajasthan,North,26.4499,74.6399,2024-08-31,62.6,103.13,54.43,19.37,1.767,37.92,110
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-01,57.67,111.66,37.49,22.3,1.723,40.27,96
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-02,51.11,82.71,58.15,25.97,1.76,37.11,85
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-03,65.89,102.68,39.38,20.78,1.841,35.46,120
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-04,56.46,95.72,35.79,25.47,1.334,16.08,94
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-05,67.02,105.58,45.0,22.07,1.64,41.86,124
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-06,65.17,110.66,39.69,15.67,1.85,45.55,118
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-07,43.69,66.6,49.64,19.41,1.674,36.38,73
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-08,60.66,95.26,54.6,29.59,2.097,46.63,103
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-09,91.19,147.94,47.25,25.59,1.819,39.57,205
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-10,66.41,126.0,48.96,17.7,2.298,23.64,122
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-11,54.31,106.09,53.21,23.34,1.783,42.82,91
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-12,59.58,116.61,29.47,23.14,1.759,54.95,99
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-13,61.69,97.86,56.24,31.91,1.679,55.74,107
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-14,49.92,82.38,56.82,19.55,2.024,18.55,84
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-15,63.07,138.57,60.97,16.75,1.918,46.59,111
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-16,85.52,139.67,61.65,19.69,1.942,38.99,185
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-17,35.07,56.49,44.66,26.96,1.649,39.98,59
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-18,62.72,123.81,37.89,23.32,1.609,33.27,110
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-19,77.94,129.43,56.45,28.68,1.938,48.82,160
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-20,60.74,99.99,62.91,22.1,1.942,25.78,103
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-21,54.71,105.93,65.19,32.85,1.716,37.77,91
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-22,89.15,177.62,52.6,9.56,1.82,29.97,197
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-23,58.32,110.42,48.2,19.06,2.111,45.96,97
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-24,47.25,83.06,45.0,22.06,1.617,44.35,79
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-25,63.59,103.85,51.9,16.1,2.239,53.21,113
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-26,78.78,156.89,49.54,15.75,1.574,47.27,163
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-27,88.83,142.49,40.18,17.84,1.51,28.95,196
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-28,65.54,98.34,60.99,21.37,1.619,30.22,119
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-29,68.07,104.47,54.51,25.81,1.9,35.25,128
Ajmer,Rajasthan,North,26.4499,74.6399,2024-09-30,66.03,107.75,61.84,18.2,2.128,25.69,121
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-01,79.16,155.99,48.95,17.69,1.902,42.92,164
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-02,63.59,120.87,56.0,27.49,1.763,47.46,113
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-03,75.85,156.88,40.27,25.18,1.837,43.73,153
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-04,80.68,176.56,53.23,19.27,1.4,26.66,169
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-05,99.73,216.23,56.04,22.18,1.852,40.69,233
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-06,101.66,212.6,39.88,22.92,1.473,25.54,239
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-07,74.96,113.06,54.48,25.75,2.158,43.16,150
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-08,52.27,83.49,53.41,28.9,2.453,46.75,87
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-09,62.84,113.59,54.56,27.72,1.832,46.55,110
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-10,88.39,167.12,61.99,14.68,1.319,22.37,195
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-11,97.43,175.63,76.78,24.32,1.705,50.92,226
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-12,103.41,216.19,56.86,17.1,1.442,48.35,245
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-13,93.73,192.47,54.59,21.2,2.178,36.92,213
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-14,91.14,149.2,55.09,26.76,1.784,34.31,205
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-15,106.6,163.42,20.13,27.01,2.093,25.66,256
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-16,82.81,160.71,66.42,24.01,2.009,28.17,176
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-17,97.72,199.96,34.09,16.33,1.508,22.99,226
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-18,100.21,200.92,50.21,25.03,2.137,43.04,235
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-19,107.47,175.4,54.15,31.92,1.825,42.86,259
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-20,94.94,143.98,52.42,25.93,1.925,47.78,217
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-21,116.05,186.92,46.06,15.74,2.338,29.37,287
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-22,75.17,146.92,44.1,20.23,2.09,48.18,151
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-23,105.26,200.14,45.34,24.49,1.273,56.62,251
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-24,114.58,230.51,45.13,14.57,2.263,39.93,282
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-25,77.23,160.01,56.29,21.32,2.09,44.16,158
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-26,102.84,211.63,30.92,17.24,2.174,50.7,243
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-27,83.15,179.07,32.19,16.86,1.917,45.8,177
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-28,94.03,188.54,50.46,18.03,1.762,23.29,214
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-29,118.54,205.9,70.05,20.1,1.703,36.9,295
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-30,94.86,188.58,50.86,21.52,1.918,30.87,217
Ajmer,Rajasthan,North,26.4499,74.6399,2024-10-31,96.41,160.32,44.89,15.7,1.903,47.98,222
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-01,94.93,165.92,33.5,19.14,2.11,38.33,217
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-02,83.8,127.85,37.38,23.87,2.321,53.32,180
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-03,98.44,179.6,58.62,13.66,2.028,47.07,229
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-04,123.52,236.2,60.76,28.65,1.047,44.99,304
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-05,112.54,189.92,62.2,19.95,1.636,33.04,275
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-06,97.33,193.66,54.36,20.88,1.764,44.76,225
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-07,93.18,149.9,44.13,10.72,1.668,30.62,211
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-08,122.3,246.48,58.98,12.92,2.245,50.38,303
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-09,102.9,172.08,43.68,17.17,1.863,30.29,244
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-10,112.39,195.11,43.95,29.49,2.057,24.23,275
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-11,99.28,169.73,60.51,22.58,1.852,45.26,232
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-12,95.69,204.26,32.52,18.95,1.782,39.52,220
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-13,93.79,155.43,44.3,23.8,1.593,37.8,214
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-14,121.47,186.38,55.03,29.84,2.084,52.2,302
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-15,107.51,198.25,41.89,19.33,1.954,31.66,259
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-16,137.06,294.93,47.32,19.13,1.97,46.77,314
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-17,110.3,233.76,55.38,26.63,2.221,53.69,268
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-18,123.16,220.57,53.1,15.49,1.627,43.69,303
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-19,127.66,215.59,41.77,18.71,1.528,30.33,307
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-20,78.15,137.0,54.45,24.24,1.414,25.58,161
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-21,109.84,236.02,51.97,24.58,1.519,44.99,266
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-22,125.8,203.28,43.5,21.34,1.804,53.08,305
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-23,126.06,218.32,44.23,20.46,1.521,49.02,306
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-24,90.43,195.67,35.63,14.86,1.641,45.56,202
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-25,128.78,241.6,49.44,30.99,2.051,36.34,308
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-26,136.62,238.86,49.71,21.61,1.785,41.76,314
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-27,88.73,134.95,56.99,23.32,1.872,46.18,196
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-28,126.52,206.68,43.4,10.95,1.477,38.39,306
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-29,117.26,195.54,51.75,16.59,1.732,33.82,291
Ajmer,Rajasthan,North,26.4499,74.6399,2024-11-30,129.54,262.76,31.72,7.94,1.702,40.31,308
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-01,118.16,211.72,46.28,30.11,1.605,33.63,294
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-02,111.45,237.84,48.3,13.26,1.533,39.48,272
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-03,126.51,224.28,50.29,17.51,1.999,39.93,306
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-04,111.74,231.91,53.01,25.63,1.635,35.74,273
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-05,104.41,218.3,61.29,26.14,1.913,53.83,249
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-06,128.45,219.13,47.96,20.98,2.041,62.31,307
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-07,135.53,262.83,61.08,27.66,1.796,60.32,313
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-08,115.84,203.22,43.32,25.24,1.563,45.22,286
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-09,109.18,185.07,62.3,23.46,1.971,43.94,264
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-10,127.12,204.57,42.7,15.8,1.501,26.9,306
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-11,107.81,183.3,61.18,14.33,1.914,33.67,260
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-12,121.64,263.56,60.55,18.72,1.359,40.74,302
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-13,133.32,290.02,42.4,20.52,1.801,24.2,311
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-14,100.68,207.84,44.71,20.71,1.76,45.92,236
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-15,142.66,219.62,64.17,22.49,1.53,56.06,318
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-16,115.94,189.07,56.17,25.6,2.196,28.62,287
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-17,114.19,199.78,61.01,34.27,1.915,30.05,281
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-18,138.73,270.28,62.92,19.98,1.516,33.43,315
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-19,106.28,196.0,45.77,16.05,1.592,32.19,255
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-20,127.44,236.57,58.62,9.39,2.036,20.86,307
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-21,121.47,202.4,44.84,10.73,1.449,53.05,302
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-22,146.01,261.27,55.16,14.7,1.784,36.68,321
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-23,99.24,206.84,44.35,12.74,1.809,35.6,231
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-24,116.87,181.58,43.78,26.45,2.093,46.93,290
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-25,126.1,235.01,35.95,24.63,1.717,33.69,306
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-26,118.52,225.58,48.73,11.45,1.848,52.33,295
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-27,97.29,199.92,53.22,16.68,2.055,49.57,225
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-28,114.24,199.97,34.84,14.89,1.685,29.28,281
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-29,123.33,224.55,66.08,19.3,1.716,13.2,304
Ajmer,Rajasthan,North,26.4499,74.6399,2024-12-30,118.68,200.9,45.58,24.13,1.948,23.51,296
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-01,152.37,284.85,52.64,18.15,2.373,42.89,326
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-02,149.77,241.71,62.49,24.82,1.974,34.82,324
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-03,155.67,258.68,39.82,33.77,1.437,53.04,328
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-04,116.56,255.41,53.93,27.47,1.688,33.05,289
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-05,142.65,288.76,64.86,26.29,1.972,48.26,318
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-06,153.65,298.04,48.29,28.35,1.478,36.61,327
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-07,147.99,251.46,43.6,20.75,1.965,32.37,322
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-08,156.24,337.17,52.88,22.38,2.091,44.67,329
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-09,168.13,359.38,60.02,26.36,2.219,38.73,338
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-10,153.8,307.04,48.5,13.58,1.724,50.21,327
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-11,149.95,320.18,60.39,19.73,1.896,32.08,324
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-12,162.33,339.33,61.37,22.95,2.004,27.99,333
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-13,150.1,262.09,52.23,25.46,2.057,31.18,324
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-14,138.29,264.27,63.02,19.63,2.207,34.96,315
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-15,130.74,261.94,71.23,25.91,2.178,30.7,309
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-16,128.14,232.77,42.02,19.21,1.81,31.83,307
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-17,145.15,295.17,51.15,23.9,2.187,46.19,320
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-18,143.02,221.25,55.0,20.34,2.456,33.76,319
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-19,150.59,278.13,65.6,22.59,1.602,34.38,324
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-20,159.71,263.12,59.53,13.29,1.631,55.91,331
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-21,155.6,305.84,72.48,26.38,1.668,28.82,328
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-22,154.36,322.61,62.63,21.16,2.186,29.2,327
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-23,141.56,226.56,47.37,22.75,1.766,29.76,317
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-24,150.31,236.93,61.49,19.09,2.051,39.08,324
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-25,117.56,180.23,43.67,20.68,2.503,38.94,292
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-26,143.15,280.96,47.01,24.44,1.909,35.18,319
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-27,134.27,257.28,62.52,19.06,2.464,49.14,312
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-28,152.61,248.58,72.73,27.07,1.729,31.83,326
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-29,147.0,257.28,56.0,22.78,1.983,14.4,322
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-30,140.05,292.57,56.92,29.0,1.999,45.98,316
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-01-31,124.78,191.76,61.97,21.37,1.836,29.19,305
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-01,147.36,234.51,59.74,26.2,1.763,35.58,322
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-02,162.24,288.8,68.18,24.93,2.428,36.87,333
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-03,137.65,262.62,53.06,25.79,2.215,43.2,314
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-04,133.74,285.93,42.91,21.05,2.682,33.18,311
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-05,123.6,242.96,54.81,31.26,2.084,30.92,304
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-06,134.35,288.84,65.9,27.91,1.944,29.72,312
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-07,149.23,317.92,48.2,26.19,1.997,31.7,323
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-08,140.29,262.21,70.42,23.02,1.675,44.4,316
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-09,106.37,196.95,59.72,10.09,1.703,41.5,255
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-10,120.63,213.4,51.83,26.62,2.127,40.85,301
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-11,141.2,235.8,45.73,26.01,2.138,26.83,317
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-12,112.29,196.14,61.47,24.61,1.941,35.34,275
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-13,145.21,227.54,48.3,28.17,2.498,27.73,320
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-14,125.39,272.48,66.82,18.54,2.053,47.57,305
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-15,125.58,235.68,60.79,31.94,1.505,39.97,305
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-16,113.83,205.88,48.89,26.14,2.168,38.1,280
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-17,104.03,186.35,76.69,28.4,2.16,34.01,247
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-18,105.08,206.88,69.59,25.28,2.36,26.2,251
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-19,119.24,198.85,68.85,23.68,2.031,50.32,297
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-20,128.98,245.75,64.94,20.61,1.682,37.4,308
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-21,114.62,174.62,59.4,23.64,2.233,43.88,282
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-22,129.04,238.6,44.2,18.62,2.639,39.1,308
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-23,115.39,199.68,54.99,16.52,1.778,36.68,285
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-24,108.83,194.73,70.78,29.68,2.241,26.05,263
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-25,105.52,223.34,69.2,24.62,2.046,39.3,252
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-26,106.65,162.68,49.08,19.34,2.1,28.35,256
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-27,111.47,215.18,59.16,28.35,1.87,48.15,272
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-28,82.63,143.44,73.08,19.14,2.351,21.09,176
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-02-29,87.09,183.7,53.61,18.21,2.58,26.45,190
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-01,106.49,166.96,59.8,26.67,1.926,44.78,255
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-02,91.96,166.76,49.87,27.59,1.51,28.41,207
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-03,91.24,157.49,46.61,24.04,2.217,38.97,205
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-04,54.2,119.09,70.75,28.77,1.947,16.65,91
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-05,109.28,190.27,48.02,19.85,2.243,28.93,265
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-06,63.08,101.97,55.62,21.44,2.653,42.21,111
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-07,98.26,184.76,30.07,19.37,2.044,23.04,228
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-08,90.42,169.41,62.27,31.32,1.835,29.79,202
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-09,94.19,169.82,52.63,27.65,1.808,51.91,215
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-10,78.2,152.34,65.66,24.85,1.774,49.44,161
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-11,97.86,165.93,45.16,26.85,1.968,36.48,227
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-12,84.45,146.48,45.27,20.04,2.048,34.3,182
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-13,79.18,140.26,72.83,18.52,1.931,28.42,164
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-14,98.87,170.76,61.03,24.95,2.072,30.35,230
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-15,75.84,149.97,56.01,31.73,2.41,30.26,153
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-16,98.77,194.96,50.51,26.44,2.001,39.55,230
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-17,99.01,183.45,65.88,21.87,1.843,37.29,231
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-18,59.18,99.59,39.8,25.79,2.444,41.48,99
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-19,82.3,130.49,72.99,25.32,2.064,39.58,175
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-20,90.49,168.18,46.72,16.92,2.221,33.94,203
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-21,70.75,127.51,45.05,23.77,1.507,40.23,136
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-22,100.11,177.14,69.99,29.97,1.91,33.49,234
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-23,77.99,126.63,71.65,28.15,1.805,40.82,160
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-24,76.93,140.43,58.77,22.57,1.788,24.64,157
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-25,63.91,132.98,47.88,19.14,2.092,54.13,114
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-26,89.2,189.05,62.59,21.23,2.377,47.46,197
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-27,67.59,101.54,64.83,28.39,2.141,35.65,126
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-28,71.75,148.92,56.83,24.22,1.707,40.59,140
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-29,82.91,170.18,56.21,30.41,2.127,32.47,177
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-30,59.86,98.55,61.06,25.03,2.203,36.94,100
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-03-31,71.78,138.4,74.3,21.2,1.813,42.48,140
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-01,60.22,113.38,70.32,23.31,1.434,56.52,102
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-02,52.27,105.36,59.6,20.03,2.696,39.73,87
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-03,37.02,77.37,85.08,29.32,1.983,28.25,62
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-04,19.93,39.66,64.39,22.7,2.497,53.29,33
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-05,48.67,91.93,57.09,29.28,1.726,38.25,82
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-06,52.5,105.17,69.52,18.45,1.946,19.77,88
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-07,41.31,67.82,61.35,20.77,1.791,45.08,69
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-08,5.77,10.09,53.35,19.64,1.859,52.4,10
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-09,43.5,80.42,64.77,18.99,2.617,38.96,73
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-10,79.36,120.86,54.98,27.31,2.196,16.29,165
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-11,17.88,33.5,65.79,19.35,1.259,41.35,30
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-12,56.45,118.95,64.45,27.85,2.135,38.82,94
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-13,38.3,59.83,64.63,30.59,2.05,34.04,65
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-14,45.25,71.53,45.71,21.99,1.868,50.23,76
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-15,69.37,151.14,42.13,16.35,1.781,32.74,132
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-16,65.74,138.89,56.54,23.59,2.747,39.86,120
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-17,50.91,82.11,50.79,32.9,2.297,38.26,85
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-18,48.71,102.61,59.43,28.74,1.943,43.61,82
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-19,24.06,44.11,50.72,26.37,1.802,28.25,40
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-20,11.77,24.34,61.76,30.34,1.664,37.5,20
Chandigarh,Chandigarh,North,30.7333,76.7794,2024-04-21,45.66,76.22,51.02,16.66,2.166,23.59,77
